ID,District,County,Route,BackPM,AheadPM,EA,EFIS,TYP,RTL Award,Activity Category,Support Cost ($K),R/W Capital ($K),Construction Capital ($K),Total ($K),Status,Activity/Project Location
MB001215,5,SLO,46,R9.7,R9.7,1N290,520000160.0,,,Major Damage - Emergency Opening (201.130),0,0,150,150,Active,In San Luis Obispo County on State Route 46 at 1.7 miles west of Santa Rosa Creek Road and on State Route 1 at PM 33.3. Clean culvert and Replace Culvert.
MB001291,5,SLO,101,8.5,8.5,1N280,520000159.0,,,Major Damage - Emergency Opening (201.130),0,0,200,200,Active,In San Luis Obispo County on various routes at various postmiles. Asphalt repair and install rumble strips.
MB001294,5,MON,101,86.1,86.1,1N030,520000105.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,In Various counties on various routes at various locations. Electrical repairs.
MB001295,5,SLO,46,,,1N390,521000010.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,In Various counties on various routes at various locations. Guardrail repair.
MB001296,5,SLO,101,,,1N400,521000011.0,,,Major Damage - Emergency Opening (201.130),0,0,310,310,Active,In San Luis Obispo County on State Route 101 at the SR 46 to northbound Hwy 101 connector. Repair guardrail.
MB001297,5,SLO,166,12.0,12.0,1N470,521000021.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,In San Luis Obispo County on State Route 166 at .1 mile west of Bull Canyon Road. Reconstruct embankment
MB001298,5,SB,1,M31.3,M31.3,1N490,521000023.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,In Santa Barbara and San Luis Obispo Counties on Various Routes at Various Locations. Repair erosion.
MB001299,5,MON,1,,,1N500,521000024.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,In Monterey County at Bixby Creek Bridge. Concrete spall repair.
MB001300,5,SB,101,R8.4,8.8,1N970,521000153.0,,,Major Damage - Emergency Opening (201.130),0,0,150,150,Active,In Santa Barbara County on State Route 101 at .1 mile north to .5 mile north of the Evans Avenue Undercrossing. Clear unsheltered encampment.
MA001304,5,SBT,101,,,1N910,521000144.0,,,Mobility - Operational Improvements (201.310),500,0,1250,1750,Active,"In San Benito County 3.0 miles West of San Juan Bautista at SR-156 and U.S. Rte 101. Extend WB Connector an additional 1,800 feet and construct a ramp meter."
MA001313,5,MON,1,,,1P260,522000011.0,,,Safety - Collision Reduction (201.015),400,0,1250,1650,Active,Monterey County Hwy 1 - Install Curve Warning Signs per 2014 CA MUTCD
MA001321,5,SCR,1,,,1P280,522000016.0,,,Bridge - Health (201.110),750,0,1250,2000,Active,"In Santa Cruz at Route 1 NB / 17 Separation (Br No. 36-0069R), Replace Damaged Bridge Girder"
MB001348,5,SLO,1,,,1N990,521000155.0,,,Major Damage - Emergency Opening (201.130),0,0,195,195,Active,In San Luis Obispo County Near San Simeon at 1.5 miles south of Piedras Blancas Lighthouse. Line CSP culvert.
MB001356,5,MON,1,95.8,95.8,1N980,521000154.0,,,Major Damage - Emergency Opening (201.130),0,0,253,253,Active,In Various Counties on Various Routes at Various Locations. Replace cameras. Replace batteries. Install census stations.
MA001361,5,SCR,236,,,1P240,522000004.0,,,Bridge (201.111),400,0,1250,1650,Active,Scour Mitigation
MB001372,5,SCR,17,,,2W320,421000182.0,,,Mobility - TMS (201.315),140,0,330,470,Active,D4 to replace the LED sign on SCR 17 PM 4.5
MB001403,5,MON,1,,,1P000,521000156.0,,,Major Damage - Emergency Opening (201.130),0,0,245,245,Active,In Monterey County Near Gorda from Shale Point to .5 mile south of Villa Creek Bridge. Replace guardrail
MB001404,5,MON,1,,,1P310,522000029.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,In Monterey County near Gorda from 0.1 mile north of the Monterey/San Luis Obispo County Line to 0.2 mile south of White Creek. Replace two culverts. Replace timber debris rack.
MB001406,5,SB,101,,,1P320,522000030.0,,,Major Damage - Emergency Opening (201.130),0,0,333,333,Active,In Santa Barbara County near Gaviota at .4 mile south of the Nojoqui Summit. Line culvert
MA000024,6,TUL,190,9.1,9.6,0N130,600020432.0,,,Protective Betterments (201.150),1200,26,1250,2476,Active,"In Tulare County, near Poplar from 0.2 miles west of Road 191 to 0.1 mile east of Road 192. Improve drainage."
MA000025,6,KER,5,0.0,87.0,0T010,615000004.0,2019.0,,Mobility - TMS (201.315),750,5,1250,2005,Active,"In Kern County, from Los Angeles County line to Kings County line. Install Vehicle Detection Stations (VDS)."
MA000026,6,TUL,137,16.5,16.6,0T350,615000065.0,,02/26/21,Mobility - Operational Improvements (201.310),0,0,0,0,Active,"In Tulare County, in Tulare at Route 137/99 Separation ramp intersections. Install signals and widen northbound ramp."
MA000027,6,MAD,145,9.6,11.0,0U670,616000120.0,2019.0,,Mobility - ADA (201.361),2750,131,1250,4131,Active,"In Madera, from Sixth Street to Tozer Street. Construct Americans with Disabilities Act (ADA) ramps."
MA000028,6,FRE,99,21.7,21.7,0X590,618000097.0,2019.0,,Safety - Collision Reduction (201.015),875,3,880,1758,Active,"In Fresno, at the Route 99/180 Intersection. Install concrete guardrail."
MB000029,6,TUL,198,,,1A010,619000112.0,,,Sustainability/Climate Change (201.330),436,15,333,784,Active,"In Tulare County, in Visalia 0.1 mile west of Linwood Bridge Overcrossing. Mitigate potential groundwater contamination."
MB000191,6,FRE,180,,,0P820,612000254.0,,,Roadside (201.210),200,0,42,242,Active,"In Fresno County, in the cities of Fresno and Clovis at various locations from 0.2 mile west of Peach Avenue to Clovis Ave. Restore and protect roadside."
MB000199,6,FRE,168,,,0Q520,613000190.0,,,Protective Betterments (201.150),276,2,250,528,Active,"In Fresno County, near the Shaver Lake Dam. Construct concrete barrier."
MB000211,6,KER,184,,,0V290,616000128.0,,,Safety - SI (201.010),175,2,150,327,Active,"In Kern County, in Lamont at Hall Road. Modify traffic signal."
MB000213,6,FRE,180,67.1,67.1,0W220,617000127.0,2017.0,,Mobility - TMS (201.315),175,0,175,350,Active,Leonard Ave Signal Removal.
MB000221,6,FRE,180,62.7,62.7,0W230,617000134.0,2017.0,,Signs and Lighting (201.170),270,0,270,540,Active,Clovis Ave Concrete Guardrail.
MB000223,6,FRE,5,,,0X790,618000146.0,,,Mobility - TMS (201.315),75,0,250,325,Active,"In Fresno, Kern, Kings, Madera and Tulare Counties, on Routes 5, 41, 46, 99, 145 and 152 at various locations. Upgrade Roadway Weather Information Systems (RWIS)."
MB000224,6,MAD,41,D1.45,D1.84,0Y480,618000225.0,,,Drainage (201.151),450,25,300,775,Active,"In Madera County, near Yosemite National Park entrance from 0.22 mile north of Road to Yosemite Mountain to 0.61 mile north of Road to Yosemite Mountain. Replace culverts."
MB000227,6,KIN,41,R37.5,R38.1,0J041,614000008.0,2017.0,,Roadside (201.235),314,0,314,628,Active,Restore Abandoned Roadbed
MB000228,6,MAD,41,,,1A160,619000177.0,,,Bridge (201.111),60,10,100,170,Active,"In Madera County, under the San Joaquin River Bridge. Remove sheet pile."
MA000230,6,MAD,49,,,1A400,620000005.0,,,Mobility - ADA (201.361),250,5,1250,1505,Active,"In Madera County, near Oakhurst at Junction Drive. Construct Americans with Disabilities Act (ADA) curb ramps and access to Accessible Pedestrian Signals (APS) buttons."
MB000231,6,KER,5,8.8,8.8,0N430,600020642.0,2017.0,,Pavement (201.121),150,0,150,300,Active,Grapevine Truck Escape Work
MB000232,6,TUL,43,R10.1,R19.9,47210,600000468.0,2017.0,,Safety - Collision Reduction (201.015),32,0,32,64,Active,Deer Creek to Tule River Guardrail Upgrades
MB000233,6,KER,43,,,0N590,600020568.0,,,Safety - Collision Reduction (201.015),350,5,250,605,Active,"In Kern County, at Sherwood Avenue. Extend culvert."
MB000234,6,TUL,198,R10.1,R10.1,0P220,612000285.0,2017.0,,Pavement (201.121),200,0,333,533,Active,Remove and Replace AC Pavement on Court Ave onramp
MB000235,6,TUL,99,36.2,36.2,0S140,614000094.0,2017.0,,Safety - SI (201.010),50,0,50,100,Active,Install Flashing Beacons
MB000236,6,KER,178,,,0S790,615000020.0,,,Pavement (201.121),60,0,187,247,Active,"In Kern County, in Bakersfield at the Mount Vernon Avenue westbound onramp. Remove and replace pavement."
MA000237,6,FRE,198,22.66,22.92,0U030,615000184.0,,02/17/21,Mobility - Operational Improvements (201.310),0,0,0,0,Active,"In Fresno County, at Route 33. Improve truck turning radius."
MB000238,6,TUL,65,,,0U250,615000254.0,,,Pavement (201.121),190,0,176,366,Active,"In Tulare County, in Porterville from Route 65 Connector onramp to eastbound Route 190. Replace pavement."
MB000239,6,FRE,5,,,0U540,615000284.0,,,Pavement (201.121),100,0,200,300,Active,"In Fresno County, near Avenal at the southbound on and offramps on Route 269/5 Separation. Remove and replace pavement."
MB000240,6,KIN,41,33.8,33.834,0U550,615000285.0,2017.0,,Pavement (201.121),285,0,285,570,Active,Remove AC replace with PCC
MB000241,6,KER,58,76.1,76.6,1A260,619000216.0,2017.0,,Pavement (201.121),290,0,290,580,Active,Kern 58 Slabs
MB000242,6,KER,99,,,0V130,616000095.0,,,Pavement (201.121),100,0,275,375,Active,"In Kern County, near Bakersfield on Route 99 at Merced Avenue offramp. Remove asphalt pavement and replace with concrete pavement."
MB000243,6,FRE,198,27.9,28.7,1A250,619000214.0,2017.0,,Pavement (201.121),290,0,290,580,Active,El Dorado Improvements
MB000244,6,FRE,198,13.7,13.7,0V540,616000160.0,,,Drainage (201.151),250,2,173,425,Active,"In Fresno County, near Coalinga 0.07 mile east of Warthan Creek Bridge No. 42-12. Replace culvert."
MB000246,6,FRE,269,,,0V950,617000073.0,,,Safety - SI (201.010),75,5,126,206,Active,"In Kings County, in Avenal on Route 269 from Route 33 to 4th Avenue. Install safety lighting."
MB000247,6,KIN,43,24.5,24.5,1A190,619000213.0,2017.0,,Signs and Lighting (201.170),50,0,50,100,Active,Excelsior Avenue Signal Phasing
MB000248,6,FRE,99,18.8,18.8,0V990,617000083.0,,,Pavement (201.121),192,0,266,458,Active,"In Fresno County, at Jensen Avenue. Install concrete pavement pad."
MB000249,6,KER,5,52.1,52.4,1A180,619000191.0,2017.0,,Pavement (201.121),250,0,250,500,Active,5/58 Interchange Ramps
MB000250,6,FRE,99,22.1,22.1,0W200,617000117.0,2017.0,,Signs and Lighting (201.170),170,0,170,340,Active,99/180 Connector Safety Lighting
MB000251,6,FRE,245,6.7,7.6,0W440,617000223.0,2017.0,,Pavement (201.121),50,0,100,150,Active,Fresno 245 Overlay
MB000252,6,KER,99,,,1A150,619000176.0,,,Protective Betterments (201.150),60,3,100,163,Active,"In Kern County, in Bakersfield at Pacheco Road. Upgrade fence."
MB000255,6,FRE,41,,,1A140,619000175.0,,,Protective Betterments (201.150),72,3,120,195,Active,"In Fresno County, in Fresno on Route 41 at Shaw Avenue and the Huntington Boulevard Overcrossing; also on Route 99 at the Kern Street Overcrossing. Construct fence."
MB000256,6,TUL,63,8.6R,R8.8R,0W940,617000274.0,2017.0,,Signs and Lighting (201.170),35,0,35,70,Active,Tul 63 Bike Lane Delineation
MB000257,6,KER,178,,,1A130,619000174.0,,,Protective Betterments (201.150),72,3,120,195,Active,"In Kern County, in the city of Bakersfield at various locations. Construct fence."
MB000258,6,KER,178,R2.26,R2.26,0X540,618000094.0,,,Safety - SI (201.010),125,5,75,205,Active,"In Kings County, at Pickerell Avenue. Install flashing beacon."
MB000260,6,KER,178,15.2,15.6,0X550,618000095.0,2017.0,,Signs and Lighting (201.170),314,0,314,628,Active,Powerhouse Barrier
MB000262,6,FRE,33,51.4,51.4,0X720,618000124.0,2017.0,,Safety - Collision Reduction (201.015),150,0,150,300,Active,FRE 33 Signs and Flashing Beacon
MB000263,6,KER,119,,,0X920,618000182.0,,,Safety - SI (201.010),50,5,75,130,Active,"In Kern County, at Old River Road. Install safety lighting."
MB000264,6,KER,178,,,0Y950,619000087.0,,,Pavement (201.120),155,0,260,415,Active,"In Kern County, in Bakersfield on Route 178 at various ramps/locations. Remove and replace pavement."
MB000265,6,KER,43,33.2,33.5,0Y340,618000201.0,,,Safety - SI (201.010),108,5,90,203,Active,"In Kern County, at Pond Road. Install flashing beacon."
MB000266,6,KER,58,,,0Y940,619000086.0,,,Pavement (201.120),150,0,250,400,Active,"In Kern County, in Bakersfield on Route 58 at various ramps/locations. Remove and replace pavement."
MA000267,6,FRE,180,59.1,59.1,0Y790,619000047.0,2017.0,,Safety - Collision Reduction (201.015),600,0,1250,1850,Active,WB 180 Concrete Guardrail (Left)
MB000268,6,FRE,33,,,0Y430,618000215.0,,,Advance Mitigation/Mitigation (201.240),87,5,333,425,Active,"In Fresno County, in and near Coalinga from Willow Springs Avenue to 0.1 mile south of Thompson Street. Construct asphalt concrete accessible pedestrian path and curb ramp."
MB000269,6,TUL,216,13.6,15.0,0Y530,618000258.0,2017.0,,Pavement (201.121),300,0,300,600,Active,Woodlake 216 Gap
MB000270,6,KER,99,,,0Y780,619000028.0,,,Facilities (201.352),30,2,50,82,Active,"In Bakersfield, at the old California Highway Patrol (CHP) facility at 4040 Buck Owens Boulevard. Acquire facility to maintain Transportation Management Center (TMC) functions."
MB000271,6,KIN,43,22.1,22.3,0Y540,618000261.0,2017.0,,Signs and Lighting (201.170),50,0,50,100,Active,10th Avenue Flashing Beacons
MB000272,6,TUL,190,,,0Y750,619000023.0,,,Pavement (201.121),200,0,300,500,Active,"In Tulare County, in and near Porterville from 0.2 mile east of Road 232 to 0.25 mile east of 195/65 Separation. Remove and replace pavement."
MB000273,6,FRE,99,,,0Y770,619000027.0,,,Facilities (201.352),70,3,150,223,Active,"In Fresno County, in Fresno at the Caltrans District Office. Acquire California Highway Patrol (CHP) facility."
MB000274,6,FRE,99,,,0Y760,619000024.0,,,Facilities (201.352),170,3,300,473,Active,"In Fresno County, in Fresno at the West Avenue Maintenance Station and at the District 6 Office. Upgrade and modify electrical systems."
MB000333,6,KER,99,,,1A550,620000068.0,,,Bridge - Health (201.110),300,5,250,555,Active,"In Kern County, on Route 99 at the Calloway Canal Bridge and on Route 119 at the Weed Creek and Broad Creek Bridges. Repair bridges."
MA000589,6,KER,5,28.17,28.17,0T030,615000006.0,,06/30/21,Mobility - TMS (201.315),0,0,0,0,Active,"In Kern, Kings and Fresno Counties, on Route 5 at various locations. Install Vehicle Detection Systems (VDS)."
MA000590,6,MAD,145,8.06,9.6,0W360,617000164.0,,08/11/20,Mobility - ADA (201.361),0,0,0,0,Active,"In Madera County, in Madera from Avenue 13 to Sixth Street. Upgrade and install Americans with Disabilities Act (ADA) curb ramps and sidewalks."
MA000591,6,TUL,198,R9.23,R9.74,0W390,617000204.0,,,Mobility - Operational Improvements (201.310),800,5,1000,1805,Active,"In Tulare County, in Visalia from S. Giddings Overcrossing to Watson West Overcrossing. Construct operational improvements. (Contributions from other sources: $225,000.)"
MB000592,6,TUL,245,7.5,7.7,0Y510,618000243.0,,,Mobility - ADA (201.361),0,0,170,170,Active,"In Tulare County, in Woodlake from Sierra Avenue to Sequoia Avenue. Install curbs, gutter, ramps and sidewalk."
MB000593,6,TUL,65,,,1A410,620000006.0,,,Safety - SI (201.010),140,0,225,365,Active,"In Tulare County, at the intersection Linda Vista Avenue. Construct traffic diverter."
MB000594,6,FRE,41,R22.8,R22.9,1A450,620000023.0,,,Pavement (201.120),155,0,197,352,Active,"In Fresno County, in Fresno from M Street to O Street. Remove and replace pavement."
MB000595,6,KIN,198,,,1A520,620000051.0,,,Safety - SI (201.010),30,5,50,85,Active,"In Kings County, at 6th Avenue. Install flashing beacons."
MA000596,6,FRE,198,26.27,26.78,1A530,620000052.0,,02/12/21,Pavement (201.121),0,0,0,0,Active,"In Fresno County, from 0.5 mile west of the Route 198/5 Separation to the Route 198/5 Separation. Preserve pavement."
MB000597,6,FRE,41,R24.5,R25.0,1A840,620000083.0,,,Pavement (201.121),179,0,323,502,Active,"In Fresno County, in Fresno from Route 180/41 Separation to Floradora Avenue Overcrossing. Remove and replace pavement."
MB000598,6,FRE,180,R58.4,R58.6,1A850,620000084.0,,,Pavement (201.121),180,0,323,503,Active,"In Fresno County, from Fresno Street Overcrossing to Route 180/41 Separation. Remove and replace pavement."
MB000599,6,KER,184,8.305,8.36,1A860,620000087.0,,,Pavement (201.121),160,0,266,426,Active,"In Kern County, near Bakersfield at Edison Road. Remove and replace pavement."
MB000600,6,TUL,63,,,1B130,620000111.0,,,Safety - SI (201.010),60,5,150,215,Active,"In Visalia, on Route 63 from Houston Avenue to Robin Avenue. Install Class II bike lane."
MB000601,6,KER,58,31.6,51.8,1B150,620000125.0,,,Signs and Lighting (201.170),150,0,321,471,Active,"In Kern County, in and near Bakersfield at various locations. Install and upgrade signs."
MB000713,6,FRE,198,,,0V870,617000160.0,,,Safety - SI (201.010),0,0,20,20,Active,In Fresno County 0.5 miles west of I-5. Install speed feedback sign.
MB000714,6,KER,178,R4.6,R4.6,1A420,620000007.0,,,Protective Betterments (201.150),65,0,38,103,Active,
MB000715,6,KER,5,,,1A580,620000128.0,,,Pavement (201.121),0,0,66,66,Active,In Kern County on Route 5 from 0.7 miles north of Twisselman Road Overcrossing to the Kings County line. Emergency pavement repairs.
MB000716,6,MAD,99,22.1,22.7,1A830,620000082.0,,,Pavement (201.121),90,0,323,413,Active,In Madera County near Chowchilla at the 99/152 separation. Remove and replace hot mix asphalt.
MB000717,6,KER,5,,,1B160,620000142.0,,,Mobility - TMS (201.315),50,0,225,275,Active,"In Fresno, Kern, Kings, Madera and Tulare counties on various routes at various locations. Repair and replace detection loops"
MB000718,6,FRE,145,0.0,0.9,1B200,620000159.0,,,Pavement (201.121),75,0,300,375,Active,In Fresno County from the 145/5 separation to 0.9 miles north of the 145/5 separation and from Aqueduct Service Road to 1.4 miles south of El Dorado/Oakland Avenue Right. Remove and replace hot mix asphalt.
